time_s,altitude_m,velocity_ms,mach
0.0,0.0,85.0,0.2478134110787172
0.01,0.8482657448546754,84.82657448546755,0.24730779733372463
0.02,1.6948003065271673,84.65345616724919,0.24680307920480812
0.03,2.539606745281645,84.48064387544777,0.24629925328118882
0.04,3.3826881097372055,84.30813644555606,0.24579631616780193
0.05,4.224047436921451,84.1359327184245,0.2452942644852026
0.060000000000000005,5.063687752323743,83.96403154022924,0.244793094869473
0.07,5.901612069948147,83.79243176244039,0.2442928039721294
0.08,6.73782339236605,83.62113224179036,0.2437933884600302
0.09,7.572324710768477,83.45013184024269,0.2432948450152848
0.09999999999999999,8.405119005018085,83.27942942496084,0.2427971703351628
0.10999999999999999,9.236209243700857,83.10902386827732,0.24230036113200384
0.11999999999999998,10.065598384177488,82.93891404766305,0.24180441413312842
0.12999999999999998,10.893289372634456,82.76909884569689,0.24130932608074895
0.13999999999999999,11.71928514413481,82.5995771500354,0.24081509373188165
0.15,12.543588622668638,82.43034785338281,0.24032171385825893
0.16,13.366202721203251,82.26140985346122,0.2398291832462426
0.17,14.187130341733061,82.09276205298094,0.23933749869673746
0.18000000000000002,15.006374375329173,81.92440335961116,0.23884665702510544
0.19000000000000003,15.82393770218868,81.75633268595067,0.23835665506108067
0.20000000000000004,16.639823191683668,81.58854894949891,0.23786748964868487
0.21000000000000005,17.45403370240994,81.4210510726272,0.23737915764614342
0.22000000000000006,18.26657208223544,81.25383798255005,0.23689165592580191
0.23000000000000007,19.07744116834841,81.08690861129689,0.23640498137404342
0.24000000000000007,19.88664378730525,80.92026189568375,0.23591913089120628
0.25000000000000006,20.694182755078103,80.75389677728532,0.2354341013915024
0.26000000000000006,21.500060877102175,80.58781220240714,0.23494988980293627
0.2700000000000001,22.304280948322756,80.42200712205793,0.2344664930672243
0.2800000000000001,23.106845753241977,80.25648049192223,0.23398390813971495
0.2900000000000001,23.907758065965307,80.09123127233309,0.2335021319893093
0.3000000000000001,24.707020650247756,79.92625842824505,0.23302116159838207
0.3100000000000001,25.50463625953983,79.76156092920726,0.2325409939627034
0.3200000000000001,26.3006076370332,79.59713774933682,0.232061626091361
0.3300000000000001,27.09493751570612,79.43298786729224,0.23158305500668291
0.34000000000000014,27.88762861836859,79.26911026624713,0.2311052777441607
0.35000000000000014,28.678683657707232,79.10550393386407,0.2306282913523734
0.36000000000000015,29.46810533632992,78.94216786226865,0.2301520928929115
0.37000000000000016,30.255896346810157,78.77910104802366,0.22967667944030223
0.38000000000000017,31.04205937173119,78.6163024921035,0.2292020480819344
0.3900000000000002,31.82659708372988,78.45377119986874,0.22872819591798466
0.4000000000000002,32.609512145540286,78.29150618104083,0.22825512006134352
0.4100000000000002,33.39080721003705,78.12950644967707,0.22778281763754246
0.4200000000000002,34.17048492027851,77.96777102414559,0.22731128578468102
0.4300000000000002,34.94854790954952,77.80629892710071,0.22684052165335486
0.4400000000000002,35.7249988014041,77.64508918545826,0.22637052240658384
0.45000000000000023,36.49984020970781,77.4841408303712,0.22590128521974112
0.46000000000000024,37.27307473867987,77.32345289720537,0.22543280728048212
0.47000000000000025,38.04470498293502,77.16302442551535,0.22496508578867447
0.48000000000000026,38.81473352752523,77.0028544590206,0.22449811795632826
0.49000000000000027,39.583162947981045,76.84294204558162,0.2240319010075266
0.5000000000000002,40.34999581035281,76.68328623717639,0.2235664321783568
0.5100000000000002,41.11523467125158,76.5238860898769,0.22310170871684226
0.5200000000000002,41.878882077889834,76.36474066382583,0.22263772788287414
0.5300000000000002,42.64094056812197,76.20584902321345,0.22217448694814415
0.5400000000000003,43.40141267048452,76.0472102362546,0.22171198319607754
0.5500000000000003,44.16030090423618,75.8888233751659,0.22125021392176647
0.5600000000000003,44.91760777939761,75.73068751614302,0.22078917643190385
0.5700000000000003,45.673335796790994,75.57280173933817,0.2203288680447177
0.5800000000000003,46.42748744807937,75.41516512883774,0.21986928608990594
0.5900000000000003,47.18006521580577,75.25777677264003,0.21941042790857151
0.6000000000000003,47.9310715734321,75.1006357626332,0.21895229085315804
0.6100000000000003,48.680508985377834,74.94374119457333,0.21849487228738582
0.6200000000000003,49.42837990705846,74.78709216806261,0.21803816958618838
0.6300000000000003,50.17468678492374,74.6306877865277,0.21758218013564928
0.6400000000000003,50.91943205649572,74.47452715719821,0.21712690133293938
0.6500000000000004,51.66261815040657,74.31860939108536,0.2166723305862547
0.6600000000000004,52.404247486436184,74.16293360296076,0.21621846531475442
0.6700000000000004,53.14432247554954,74.00749891133529,0.21576530294849938
0.6800000000000004,53.882845519933916,73.8523044384382,0.21531284092839123
0.6900000000000004,54.61981901303588,73.69734931019624,0.2148610767061115
0.7000000000000004,55.355245339598014,73.54263265621309,0.21441000774406146
0.7100000000000004,56.0891268756955,73.3881536097487,0.21395963151530234
0.7200000000000004,56.82146598877249,73.23391130769899,0.21350994550349559
0.7300000000000004,57.55226503767824,73.07990489057552,0.21306094720284408
0.7400000000000004,58.28152637270309,72.92613350248537,0.21261263411803316
0.7500000000000004,59.0092523356142,72.77259629111116,0.21216500376417247
0.7600000000000005,59.73544525969111,72.61929240769113,0.211718053666738
0.7700000000000005,60.460107469761105,72.46622100699945,0.21127178136151442
0.7800000000000005,61.18324128223437,72.31338124732653,0.21082618439453799
0.7900000000000005,61.90484900513896,72.16077229045959,0.21038126032203963
0.8000000000000005,62.624932938155595,72.00839330166328,0.20993700671038856
0.8100000000000005,63.3434953726522,71.85624344966041,0.2094934211360362
0.8200000000000005,64.06053859171833,71.70432190661288,0.20905050118546029
0.8300000000000005,64.77606487019935,71.55262784810266,0.20860824445510978
0.8400000000000005,65.49007647473047,71.40116045311294,0.20816664855134967
0.8500000000000005,66.20257566377056,71.24991890400935,0.20772571109040627
0.8600000000000005,66.91356468763577,71.09890238652137,0.20728542969831304
0.8700000000000006,67.623045788533,70.94811008972381,0.2068458020108566
0.8800000000000006,68.33102120059318,70.7975412060184,0.206406825673523
0.8900000000000006,69.03749314990434,70.64719493111555,0.20596849834144476
0.9000000000000006,69.7424638545445,70.49707046401619,0.2055308176793475
0.9100000000000006,70.44593552461443,70.3471670069937,0.20509378136149767
0.9200000000000006,71.14791036227018,70.19748376557605,0.2046573870716503
0.9300000000000006,71.84839056175547,70.04801994852792,0.20422163250299685
0.9400000000000006,72.5473783094338,69.89877476783306,0.20378651535811387
0.9500000000000006,73.24487578382056,69.74974743867668,0.2033520333489116
0.9600000000000006,73.94088515561484,69.60093717942799,0.20291818419658306
0.9700000000000006,74.63540858773106,69.45234321162282,0.2024849656315534
0.9800000000000006,75.32844823533053,69.30396475994642,0.20205237539342982
0.9900000000000007,76.02000624585268,69.15580105221628,0.20162041123095123
1.0000000000000007,76.71008475904634,69.00785131936507,0.201189070901939
1.0100000000000007,77.39868590700058,68.86011479542381,0.20075835217324725
1.0200000000000007,78.08581181417563,68.71259071750495,0.20032825282071415
1.0300000000000007,78.77146459743348,68.56527832578573,0.1998987706291129
1.0400000000000007,79.4556463660684,68.41817686349154,0.1994699033921036
1.0500000000000007,80.13835922183719,68.27128557687942,0.1990416489121849
1.0600000000000007,80.81960525898941,68.12460371522168,0.1986140050006463
1.0700000000000007,81.49938656429731,67.97813053078958,0.19818696947752065
1.0800000000000007,82.17770521708569,67.83186527883717,0.19776054017153694
1.0900000000000007,82.85456328926153,67.68580721758518,0.1973347149200734
1.1000000000000008,83.52996284534359,67.539955608205,0.1969094915691108
1.1100000000000008,84.20390594249162,67.39430971480287,0.1964848679731862
1.1200000000000008,84.87639463053566,67.248868804404,0.19606084199534693
1.1300000000000008,85.54743095200503,67.1036321469369,0.19563741150710467
1.1400000000000008,86.21701694215722,66.95859901521786,0.19521457438839027
1.1500000000000008,86.88515462900656,66.81376868493534,0.19479232852750827
1.1600000000000008,87.55184603335292,66.66914043463464,0.19437067182109224
1.1700000000000008,88.21709316880994,66.52471354570257,0.19394960217405996
1.1800000000000008,88.88089804183346,66.38048730235224,0.1935291174995692
1.1900000000000008,89.54326265174954,66.23646099160793,0.19310921571897355
1.2000000000000008,90.20418899078244,66.0926339032901,0.19268989476177872
1.2100000000000009,90.86367904408245,65.94900533000045,0.19227115256559896
1.2200000000000009,91.52173478975351,65.80557456710703,0.19185298707611378
1.2300000000000009,92.1783581988808,65.66234091272956,0.19143539624702496
1.2400000000000009,92.83355123555805,65.51930366772474,0.19101837804001381
1.2500000000000009,93.48731585691476,65.37646213567169,0.1906019304246988
1.260000000000001,94.13965401314334,65.23381562285745,0.19018605137859315
1.270000000000001,94.79056764752598,65.09136343826265,0.1897707388870631
1.280000000000001,95.44005869646145,64.94910489354713,0.1893559909432861
1.290000000000001,96.0881290894918,64.80703930303581,0.18894180554820936
1.300000000000001,96.73478074932885,64.6651659837045,0.18852818071050875
1.310000000000001,97.38001559188051,64.52348425516588,0.18811511444654777
1.320000000000001,98.02383552627707,64.38199343965557,0.18770260478033696
1.330000000000001,98.66624245489724,64.24069286201822,0.18729064974349335
1.340000000000001,99.30723827339418,64.09958184969375,0.18687924737520042
1.350000000000001,99.94682487072122,63.95865973270366,0.1864683957221681
1.360000000000001,100.5850041291576,63.817925843637376,0.18605809283859293
1.370000000000001,101.22177792433398,63.67737951763875,0.1856483367861188
1.380000000000001,101.85714812525791,63.53702009239258,0.1852391256337976
1.390000000000001,102.49111659433902,63.39684690811127,0.18483045745805035
1.400000000000001,103.12368518741424,63.2568593075215,0.18442233034262828
1.410000000000001,103.75485575377274,63.11705663585105,0.1840147423785745
1.420000000000001,104.3846301361809,62.977438240815644,0.18360769166418556
1.430000000000001,105.01301017090697,62.83800347260591,0.1832011763049735
1.440000000000001,105.6399976877457,62.69875168387441,0.18279519441362801
1.450000000000001,106.26559451004293,62.55968222972274,0.18238974410997882
1.460000000000001,106.88980245471981,62.420794467688694,0.1819848235209583
1.470000000000001,107.51262333229715,62.282087757733564,0.18158043078056432
1.480000000000001,108.13405894691945,62.14356146222943,0.1811765640298234
1.490000000000001,108.75411109637892,62.00521494594659,0.18077322141675392
1.500000000000001,109.37278157213933,61.86704757604107,0.18037040109632965
1.5100000000000011,109.99007215935976,61.729058722042126,0.17996810123044352
1.5200000000000011,110.60598463691815,61.59124775583995,0.1795663199878716
1.5300000000000011,111.22052077743488,61.45361405167332,0.1791650555442371
1.5400000000000011,111.83368234729606,61.3161569861174,0.1787643060819749
1.5500000000000012,112.44547110667678,61.17887593807161,0.17836406979029626
1.5600000000000012,113.05588880956425,61.04177028874754,0.1779643448651532
